id	alias	apt	attack_country	attack_means	attack_target	belong_country	create_time	creation_date	note	update_time	status
1288		Lurk		钓鱼邮件	金融机构	俄罗斯	2022-11-11		5月底，俄罗斯***宣布，抓获涉嫌窃取4500万美元的黑客团伙，涉案人数多达50人，该网络犯罪组织名为Lurk，从2011年成型，开始攻击目标为一些组织和用户，大概在一年半之前，将目光转向银行，一共从银行和其他金融机构以及企业共盗窃超过4500万美元。	2022-11-11	保留
1291		Magnat	美国、加拿大、澳洲、欧洲发达国家	恶意广告			2022-11-11		这个黑客组织大约是从2018年8月展开攻击行动，一开始，利用MagnatExtension窃取浏览器Chrome的帐密，后来到了2019年10月，该组织开始运用MagnatBackdoor后门程序，思科指出，自此之后，Magnat的攻击行动都部署3种恶意软件，也就是：MagnatExtension插件程序、MagnatBackdoor后门程序，以及窃密工具Azorult。	2022-11-11	保留
1294		MalSmoke		漏洞、勒索软件			2022-11-11		勒索软件团伙Malsmoke正在利用一个存在9年之久的漏洞渗透到世界各地的设备中，这凸显了定期软件修补的重要性。	2022-11-11	保留
1297		ModifiedElephant	印度	钓鱼邮件	人权活动家、人权捍卫者、学者和律师	印度	2022-11-11		ModifiedElephant对印度各地的人权活动家、人权捍卫者、学者和律师进行有针对性的攻击，目的是栽赃可以定罪的电子证据。 ModifiedElephant至少从 2012 年开始运作，并多次针对特定的人群。 ModifiedElephant通过使用商业上可用的远程访问木马(rat)进行操作，并且与商业监视行业有潜在的联系	2022-11-11	保留
1300		OldGremlin	俄罗斯	钓鱼邮件	医疗实验室、银行、制造商和软件开发商		2022-11-11		近几个月来，针对关键基础设施的勒索软件攻击激增，网络安全研究人员发现了一个新攻击者，该攻击者一直在尝试对俄罗斯的医疗实验室、银行、制造商和软件开发商的大型公司网络进行多阶段攻击。 这个代号为“OldGremlin”的勒索软件团伙至少自3月以来与一系列活动有关，其中包括上月8月11日发生的对一家临床诊断实验室的成功攻击。	2022-11-11	保留
1303		OnePercentGroup	美国	钓鱼邮件	公司		2022-11-11		近日，美国联邦调查局（FBI）发布了关于一个名为OnePercent Group（1%）的勒索软件团伙的警告，该团伙自2020年11月以来一直在攻击美国公司。该团伙的电子邮件针对组织内部的个人使用社会工程技巧欺骗粗心的员工打开包含在附件ZIP文件中的恶意Word文档。	2022-11-11	保留
1306	OutlawGroup	Outlaw	中国、柬埔寨、泰国、老挝	利用僵尸网络和公开漏洞利用作为攻击手段，广泛的进行IP地址扫描活动，在特定时期内攻击特定区域	针对中国、柬埔寨、泰国、老挝等越南周边国家和欧洲地区，专门侵入电脑以夺取其算力进行门罗币(Monero) 挖矿		2022-11-11		TrendMicro 研究人员检测到一个传播含有门罗币挖矿机和 Perl 后门组件的僵尸网络的 URL。研究人员发现这与 Outlaw 黑客组织之前攻击活动中使用的方法一样。	2023-10-17	保留
1309		BlueMockingBird					2022-11-11		近日，据外媒报道：美国一家网络安全公司的研究人员发现了一种新型的威胁，该威胁提供了挖掘加密货币的有效载荷。新威胁Blue Mockingbird对多个组织进行了机会攻击。该名称指的是一个类似的活动集群，涉及Windows系统上动态链接库(DLL)形式的Monero加密货币挖掘有效负载荷。	2022-11-11	保留
1315		IndustrialSpy					2022-11-21		Industrial Spy 是一个相对较新的勒索软件组织，于 2022 年 4 月出现。在某些情况下，该威胁组织似乎只会泄露和勒索数据，而在其他情况下，他们会加密、泄露和勒索数据。Industrial Spy 最初是一个数据勒索市场，犯罪分子可以在其中购买大公司的内部数据；他们使用 README.txt 文件来推广这个市场，这些文件是使用伪装成破解和广告软件的恶意软件下载器下载的。在这些最初的促销活动之后，威胁组织引入了他们自己的勒索软件，以创建结合数据盗窃和文件加密的双重勒索攻击。威胁组织似乎也尝试过古巴在 2022 年 5 月开发自己的勒索软件之前，曾短暂接触过勒索软件	2022-11-21	保留
1318	DecisiveArchitect	RedMenShen					2022-11-21		BPFDoor 被归因于一个名为 Red Menshen（又名 DecisiveArchitect）的中国威胁组织，攻击者从 2018 年至今一直使用它来秘密远程访问受感染的设备。美国、韩国、香港、土耳其、印度、越南和缅甸的系统都已遭到破坏。目标包括电信、政府、教育和物流组织。人们已经看到该组织通过知名提供商托管的虚拟专用服务器 (VPS) 向 BPFDoor 受害者发送命令。反过来，这些 VPS 通过位于台湾的受损路由器进行管理，威胁行为者将其用作 VPN 隧道。	2022-11-21	保留
1321		DaixinTeam					2022-12-05		据悉，“Daixin Team”是一个勒索软件和数据勒索组织，至少从 2022 年 6 月开始就针对 HPH 部门进行勒索软件和数据勒索行动。在过去四个月中，该组织与医疗保健和公共卫生 (HPH) 部门的多起勒索软件事件有关，对与电子健康记录、诊断、成像和内部网服务相关的服务器进行加密。勒索攻击活动中，该组织通过泄露个人身份信息 (PII) 和患者健康信息 (PHI)的双重勒索模式，从受害者处获得赎金。  在追踪到的一次攻击活动中，其对OakBend 医疗中心实施了勒索攻击，该组织声称已窃取了大约 3.5GB 的数据，其中包括超过 100 万条包含患者和员工信息的记录。除此之外，该组织还曾在数据泄露网站上发布了一个包含 2,000 条患者记录的样本，其中包括姓名、性别、出生日期、社会安全号码、地址和其他预约细节	2022-12-05	保留
1324	KarakurtGroup	Karakurt					2022-12-07		据The hacker news消息，2021年9月至11月期间，埃森哲发现一个此前未被记录在案的新型黑客组织，该组织被发现与40多起数据盗窃和勒索攻击事件有关。  根据埃森哲12月10日发布报告称，该黑客团体自称为Karakurt，于2021年6月首次被发现，能够根据目标环境的变化修改其技术策略。  “该黑客组织以追求利润最大化为目标的投机主义分子，截至目前，它都以较小的公司为目标，这点与其他黑客组织不同。” 埃森哲网络调查、取证和响应（CIFR）团队表示，“从其入侵分析看，Karakurt只关注数据泄露后的勒索，而不是部署更具破坏性的勒索软件。”  数据显示，受Karakurt勒索攻击的受害者95%位于北美，剩下5%在欧洲，专业服务、医疗保健、工业、零售等垂直行业一直是其最主要的目标	2023-04-06	保留
1327	Coldriver	Calisto					2022-12-09		2022年3月30日，Google TAG发布了几个与CALISTO相关的IOC，CALISTO是一个与俄罗斯有关的威胁组织，也被称为COLDRIVER，过去曾针对几个西方非政府组织、智库和国防部门。根据Google TAG的说法，攻击者使用新创建的Gmail帐户进行鱼叉式网络钓鱼活动。CALISTO在其VPS上使用Evilginx来捕获受害者的凭据。这个众所周知的开源工具在受害者和合法网站之间创建一个SSL反向代理，以捕获Web凭据、2FA令牌。	2022-12-09	保留
1330		Cranefly					2022-12-09		一个以前没有文件记录的滴漏器已经被发现安装了后门和其他工具，使用新的技术从看似无害的Internet信息服务(IIS)日志中读取命令。  赛门铁克(Symantec)的网络安全研究人员发现了这个漏洞，他们说：“一个演员正在使用名为Cranefly(又名UNC3524)的恶意软件安装另一个未经记录的恶意软件(Trojan.Danfuan)和其他工具。”  Cranefly最早是在今年5月被曼迪昂特发现的，这家安全公司表示，该组织严重攻击了从事企业发展、并购和大型企业交易的员工的电子邮件。	2022-12-09	保留
1333		TAG53				俄罗斯	2022-12-12		Recorded Future 发布报道称，和攻击基础设施相关联的俄罗斯国家黑客组织，欺骗美国合法军事武器和硬件供应商Global Ordnance的微软登录页面。  该报告将该基础设施归咎于被称为 TAG-53的威胁活动组织名下，该组织更多地被安全社区熟知为 Blue Callisto、Callisto、COLDRIVER、SEABORGIUM和TA446。报告指出，“从对TAG-53攻击活动的历史公开报道来看，该凭据收割活动部分是通过钓鱼攻击启用的。	2022-12-12	保留
1336		ExoticLily					2022-12-20		谷歌威胁分析小组(TAG)刚刚观察到了一个出于经济动机、而充当黑客中间人的威胁行为者，可知其“客户”包括了 Conti 勒索软件团伙。Google 将该组织称作“Exotic Lily”，它会充当初始访问代理，寻找易受攻击的组织、并将其网络访问权挂牌转售给出价最高的攻击者	2022-12-20	保留
1339		GroupA21					2022-12-20		在持续跟踪全球主流黑客组织的过程中，微步在线发现了一个至少自2017年开始活动，主要针对南亚地区各国开展网络间谍活动的新APT组织。该组织的攻击手法与印度背景的SideWinder和Bitter组织存在些许相似，但在攻击细节和所用木马方面存在本质的区别，为方便进行跟踪，微步在线内部将之命名为GroupA21	2022-12-20	保留
1342		log4j2漏洞					NULL			NULL	删除
1345		operationrubiacordifolia					NULL			NULL	删除
1348		colunmtk					NULL			NULL	删除
1351		lugansk					NULL			NULL	删除
1354		lpr					NULL			NULL	删除
1357		asylumambuscade					NULL			NULL	删除
1360		chimaera					NULL			NULL	删除
1363		whitewhale					NULL			NULL	删除
1366		mirrorblast					NULL			NULL	删除
1369		operationspalax					NULL			NULL	删除
1372		cryptomimic					NULL			NULL	删除
1375		deadlykiss					NULL			NULL	删除
1378		evasivepanda					NULL			NULL	删除
1381		groupa10					NULL			NULL	删除
1384		msky					NULL			NULL	删除
1387		政府、国际组织					NULL			NULL	删除
1390		chinaz					NULL			NULL	删除
1393		stantinko					NULL			NULL	删除
1396		tor2mine					NULL			NULL	删除
1399		magichound					NULL			NULL	删除
1402		snowman					NULL			NULL	删除
1405		muhstik					NULL			NULL	删除
1408		log4j2漏洞事件					NULL			NULL	删除
1411		operationpotaoexpress					NULL			NULL	删除
1414		snowleopard					NULL			NULL	删除
1417		waterbasilisk					NULL			NULL	删除
1420		insidecopy					NULL			NULL	删除
1423		sakura					NULL			NULL	删除
1426		turbo					NULL			NULL	删除
1429		myking					NULL			NULL	删除
1432		cussteel					NULL			NULL	删除
1435		lookback					NULL			NULL	删除
1438		rampantkitten					NULL			NULL	删除
1441		mykings					NULL			NULL	删除
1444		operationblackatlas					NULL			NULL	删除
1447		fajan					NULL			NULL	删除
1450		operation“armorpiercer”					NULL			NULL	删除
1453		prophetspider					NULL			NULL	删除
1456		sykipot					NULL			NULL	删除
1459		blankslate					NULL			NULL	删除
1462		greedysnake					NULL			NULL	删除
1465		pokingbear					NULL			NULL	删除
1468		ramkaldevelopers					NULL			NULL	删除
1471		bandidos					NULL			NULL	删除
1474		spearphishingattackshitsindustrialcompanies					NULL			NULL	删除
1477		LeetMX					NULL		LeetMX 是一场广泛的网络攻击活动，起源于墨西哥，主要针对墨西哥、萨尔瓦多和拉丁美洲其他国家（如危地马拉、阿根廷和哥斯达黎加）的目标。它至少从 2016 年 11 月开始运营。我们不确定其目的，但估计其具有犯罪动机。leetMX 基础设施包括 27 个主机和域，用于传送恶意软件或用于命令和控制。使用了数百个恶意软件样本，大多数是远程访问木马和键盘记录程序。有趣的是，攻击者通过将访问者重定向到墨西哥一家主要报纸 El Universal 来伪装他们的一个交付域	2023-06-20	保留
1480		bisonal					NULL			NULL	删除
1483		operationghoul					NULL			NULL	删除
1486		驱动人生木马					NULL			NULL	删除
1489		longhorndeprimon					NULL			NULL	删除
1492		operationdianxun					NULL			NULL	删除
1495		operationgroundbait					NULL			NULL	删除
1498		xbash					NULL			NULL	删除
1501		cron					NULL			NULL	删除
1504		weakestlink					NULL			NULL	删除
1507		bookworm					NULL			NULL	删除
1510	NULL	INJ3CTOR3Operation	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1513	SeaViper	海毒蛇	中国	通过钓鱼邮件，Gafgyt、Mirai木马组建僵尸网络进行DDoS攻击，投放AgentTesla、Remcos RAT和Masslogger窃密木马	针对中国等国家的金融机构、政府事业单位、精密仪器、酒店和旅游业等相关的实体		2022-12-21		“海毒蛇”（又名SeaViper）是来自南亚地区的一个APT组织	2024-07-15	保留
1516	NULL	Turla	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1519	NULL	xHunt	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1522	NULL	UNC215,Nazar	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1525		UNC215	全球	利用漏洞在中东和亚洲的金融和高科技组织上安装web shell和FOCUSFJORD负载发起攻击	针对全球政府、技术、电信、国防、金融、娱乐和医疗保健部门的组织进行攻击		2022-12-21		“UNC215”是活跃于中东地区的一个APT组织	2023-10-17	保留
1531	NULL	duke	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1534	NULL	OperationWindigo	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1537	NULL	EquationGroup	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1540		TaskMasters					2022-12-21			2022-12-26	保留
1543	NULL	小黄鸭	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1546	伊斯兰革命卫队委托委托马布纳研究所	MabnaInstitute		鱼叉式网络钓鱼			2022-12-21			2022-12-26	待处置
1552	NULL	innaput	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1555	LondonBlue	伦敦蓝		利用商务电子邮件（BEC）进行诈骗攻击	针对中小企业到大型跨国公司等各种规模的部门和企业进行攻击	英国	2022-12-21		“伦敦蓝”（又名London Blue）是来自英国地区的一个APT组织	2023-10-17	保留
1558	NULL	cdt	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1561	NULL	Gorgon	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1564	NULL	blueprint	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1567	NULL	PYSA	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1573	NULL	UltraRank	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1576	NULL	TurlaGroup	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1579	NULL	Hermit	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1582	NULL	Bluenoroff	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1585	NULL	gaza	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1588	NULL	GazaTeam	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1591	NULL	DustySky	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1594	NULL	Winnt	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1597	NULL	OperationManul	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1600		PKPLUG					2022-12-21			2024-01-08	待处置
1603	NULL	StegBaus	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1606	NULL	CylanceSPEARTeam	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1609	NULL	Corkow	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1612	NULL	APTV012	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1615	NULL	ShadowBrokers	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1618	NULL	LazarusGroup	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1621	NULL	Agwl	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1624	NULL	GhostDragon	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1627	NULL	孔夫子	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1630	NULL	APTC41	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1633	NULL	OperationLayover	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1636	NULL	Carbanakgroup	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1639	NULL	OperationDRBControl	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1642	NULL	UnclassifiedAPT	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1645	Balikbayan Foxes	TA2722	中国、北美、欧洲、东南亚	冒充菲律宾政府实体利用钓鱼邮件传播Remcos和NanoCore远程访问木马	针对北美、欧洲和东南亚的各个行业，包括航运、物流、制造、商业服务、制药、能源和金融		2022-12-21			2023-10-17	保留
1648	NULL	4nzel4	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1651	NULL	sshpsychos	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1654	NULL	TAG22	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1657	NULL	Hangover	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1660	NULL	Deceptikons	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1663	NULL	WhiteCompany	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1666	NULL	EGoManiac	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1669		肖邦	中国、德国、韩国、智利	以各种主题为诱饵通过鱼叉攻击对目标进行攻击窃取指定类型文件情报	针对德国、韩国、智利等国家的金融、教育行业和欧洲地区目标进行攻击		2022-12-21			2023-10-17	保留
1672	NULL	APTC35(Donot)	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1678	NULL	RATicate	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1681		UNC2529					2022-12-21		UNC2529  广泛使用混淆和无文件恶意软件来使检测复杂化，以交付一个编码良好和可扩展的后门。第一次攻击活动利用与  Tigertigerbeads.com 域相关联的邮件地址发送包含恶意链接的钓鱼电子邮件，诱使受害者点击这些链接下载第一阶段包含压缩文件的有效载荷。该压缩文件包含高度混淆的 JavaScript 下载程序  DOUBLEDRAG	2023-10-17	保留
1684	NULL	Xminp	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1687	NULL	BladeEagle	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1690	NULL	TA406	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1693	NULL	Higaisa（黑格莎）	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1696	NULL	Higaisa 	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1699	NULL	GalerHackersTeam	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1702	NULL	GazaCyber​​gang	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1705	NULL	CopyPaste	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1708	NULL	ElMachete	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1711	NULL	金眼狗（GoldenEyeDog）	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1714	金眼狗（GoldenEyeDog）,APTQ27,GoldenEyeDog	金眼狗	中国、东南亚	利用wps 0day漏洞，水坑攻击投递载荷对目标远控、部署挖矿木马	针对在东南亚的海外华人群体的黑客团伙、在东南亚从事博彩、狗推的相关人员，针对博彩、金融行业		2022-12-21		“金眼狗”（又名GoldenEyeDog）是活跃于东亚地区的一个APT组织	2023-10-17	保留
1717	NULL	HiddenShadow	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1720	NULL	SectorA05	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1723	NULL	test家族	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1726	NULL	CallistoGroup	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1732	NULL	Disappear	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1735	NULL	“危险密码”（DangerousPassword）	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1738	NULL	LeeryTurtle	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1741	NULL	Operationblackball	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1744	NULL	Cyber	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1747	NULL	DePriMon	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1750		幼象	中国、南亚	利用钓鱼网站、使用恶意安卓应用程序攻击手机，用Python等语言编写的木马窃取电脑	针对南亚地区国家政府、军事、国防等部门定向网络攻击		2022-12-21		幼象”组织是一个来自南亚次大陆方向的APT攻击组织，其最早由安天在2020年1月15日发布的《“折纸”行动：针对南亚多国军政机构的网络攻击》[1]报告中所披露。“幼象”组织攻击活动最早可追溯到2017年7月，其主要攻击目标为巴基斯坦、孟加拉、斯里兰卡和马尔代夫等南亚国家的政府、军事、国防、外交、核能、金融、教育、电信等部门及行业。“幼象”组织使用的木马武器既有开源工具，如：Empire渗透框架和Exploit Pack漏洞攻击平台。同时也有自研C++编写的窃密木马（可借助U盘进行横向移动突破隔离网络，窃取隔离网络主机文件）、Python语言编写的木马以及Go语言编写的木马	2023-10-17	保留
1753	NULL	SyrianElectronicArmy(SEA)	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1756	NULL	TransparentAPT	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1759	NULL	Transparent	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1762	NULL	Chopins	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1765	NULL	OCEANLOTUSAPT	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1768	NULL	CloudSnooper	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1771	NULL	TajMahalframework	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1774	NULL	Gulax	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1777	NULL	Vendetta	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1780	NULL	8220MiningGang	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1783	NULL	ScarCruft 	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1786	NULL	cyberbit	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1789	NULL	MagecartGroup8	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1792	NULL	OperationPoisonedNews	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1795	NULL	OperationDreamJob	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1798	NULL	newcampaigntargetingsecurityresearchers	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1801	NULL	OperationSnowMan	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1804	NULL	WelcomeChat	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1807	NULL	OSXFakerMining	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1810		TunnelVision					2022-12-21		研究人员披露，一个与伊朗有关的 APT 组织正积极利用Log4j漏洞，在未打补丁的VMware Horizon服务器上部署勒索软件，目前已在中东和美国检测到入侵。由于该组织严重依赖隧道工具，因此研究人员将其命名为“TunnelVision”。TunnelVision组织的活动在一定程度上与Phosphorus组织存在重叠	2023-10-17	保留
1813	NULL	Blackloan	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1816	NULL	OperationKingphish	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1819	NULL	OperationArmageddon	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1822	APT-C-39,Central Intelligence Agency	CIA	中国	利用Vault7（穹窿7），Fluxwire，Grasshopper等CIA专属网络武器植入后门程序窃取通讯和情报	针对中国等国家的金融、电信、能源、航空航天、信息技术、教育和自然资源等领域发起攻击	美国	2022-12-21		美国中央情报局（英语：Central Intelligence Agency），总部位于美国弗吉尼亚州的兰利。与苏联国家安全委员会（克格勃）、英国军情六处和以色列摩萨德，并称为“世界四大情报机构”。 其主要任务是公开和秘密地收集和分析关于国外政府、公司、恐怖组织、个人、政治、文化、科技等方面的情报，协调其它国内情报机构的活动，并把这些情报报告到美国政府各个部门的工作	2023-10-17	保留
1825	NULL	TemptingCedarSpyware	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1828	NULL	黑雀	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1831	NULL	NuggetPhantom	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1834	NULL	OutlawGroup	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1837	NULL	VoidBalaur	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1840	NULL	RedFoxtrot	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1843	NULL	Diggoldgroup	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1846	NULL	破壁	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1849	NULL	1937CN	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1852	NULL	TA2552	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1855	NULL	MusstangPanda	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1858	NULL	KovCoreG	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1861	NULL	Kimsuki	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1864	NULL	SilverFish	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1867	NULL	OperationShadyRAT	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1870	NULL	BitterSweet	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1873	NULL	ConfuciusGroup	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1876	NULL	Lang32	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1879	NULL	OperationTripoli	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1882	NULL	LuckyElephant	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1885	NULL	HexCode	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1888	NULL	APTC42	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1891	NULL	APTQ12	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
1894	NULL	ShadowGate	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	保留
1897	NULL	RxlCoinminer	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	删除
1900		匿影		使用永恒之蓝漏洞向受害者计算机植入挖矿病毒，利用中毒主机资源挖取门罗币为主的加密数字货币	主要对用户的虚拟货币钱包、身份证、密码等重要文件数据进行窃取		2022-12-21			2023-06-01	保留
1903	NULL	8220挖矿团伙	NULL	NULL	NULL	NULL	2022-12-21	NULL	NULL	2022-12-21	待处置
